,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Half bathrooms,Address,URL,Lot
0,Condo,2020,Forced air,Central,4 spaces,$120/month,$314,"$696,000", 3, 3, 2, 1,3905-Clawson-Rd-UNIT-9-Austin-TX-78704,https://www.zillow.com/homedetails/3905-Clawson-Rd-UNIT-9-Austin-TX-78704/306646650_zpid/,
1,Single Family,1972,"Forced air, Electric, Gas",Central,2 spaces,,$344,"$1,150,000", 5, 5, 5,,7109-Montana-Norte-Austin-TX-78731,https://www.zillow.com/homedetails/7109-Montana-Norte-Austin-TX-78731/29353074_zpid/,0.29 Acres
2,Single Family,2020,Forced air,Central,4 spaces,None,$267,"$484,900", 3, 2, 2,,Austin-TX-78725,https://www.zillow.com/homedetails/Austin-TX-78725/2077632063_zpid/,"8,398 sqft"
3,Single Family,1971,"Forced air, Electric, Gas",Central,2 spaces,,$157,"$335,000", 3, 3, 2, 1,1007-Rebbeca-Dr-Austin-TX-78758,https://www.zillow.com/homedetails/1007-Rebbeca-Dr-Austin-TX-78758/2077632061_zpid/,0.26 Acres
4,Single Family,1963,Forced air,Central,4 spaces,None,$290,"$660,000", 3, 2, 2,,9000-Honeycomb-Dr-Austin-TX-78737,https://www.zillow.com/homedetails/9000-Honeycomb-Dr-Austin-TX-78737/29484794_zpid/,2.99 acres
5,Condo,1977,Forced air,Central,2 spaces,$270/month,$289,"$270,000", 2, 1, 1,,1901-Glen-Allen-St-APT-1-Austin-TX-78704,https://www.zillow.com/homedetails/1901-Glen-Allen-St-APT-1-Austin-TX-78704/60138612_zpid/,
6,Single Family,2012,"Forced air, Electric",Central,5 spaces,,$164,"$465,000", 4, 4, 3, 1,146-Catalina-Ln-Austin-TX-78737,https://www.zillow.com/homedetails/146-Catalina-Ln-Austin-TX-78737/119621504_zpid/,"8,886 sqft"
7,Single Family,1994,Forced air,Central,4 spaces,$16/month,$228,"$819,000", 4, 5, 3, 2,3705-Ebony-Hollow-Cv-Austin-TX-78739,https://www.zillow.com/homedetails/3705-Ebony-Hollow-Cv-Austin-TX-78739/29514892_zpid/,1.12 acres
8,Single Family,2004,"Other, Electric",Central,2 spaces,,$190,"$250,000", 3, 2, 2,,6525-Alum-Rock-Cv-Austin-TX-78747,https://www.zillow.com/homedetails/6525-Alum-Rock-Cv-Austin-TX-78747/63838081_zpid/,"9,365 sqft"
9,Single Family,1984,Forced air,Central,4 spaces,None,$249,"$325,000", 3, 2, 2,,12723-Acadian-Trl-Austin-TX-78727,https://www.zillow.com/homedetails/12723-Acadian-Trl-Austin-TX-78727/29446055_zpid/,"7,318 sqft"
10,Single Family,2002,Forced air,Central,4 spaces,$43/month,$175,"$389,000", 3, 2, 2,,14516-Banbridge-Trl-Austin-TX-78717,https://www.zillow.com/homedetails/14516-Banbridge-Trl-Austin-TX-78717/60335781_zpid/,"8,929 sqft"
11,Single Family,2013,Forced air,Central,4 spaces,$126/month,$354,"$1,695,000", 5, 5, 5,,13101-Zen-Gardens-Way-Austin-TX-78732,https://www.zillow.com/homedetails/13101-Zen-Gardens-Way-Austin-TX-78732/70352281_zpid/,0.76 acres
12,Condo,2011,"Forced air, Electric, Gas",Central,1 space,$166/mo,$426,"$710,000", 3, 3, 2, 1,1303-Azie-Morton-Rd-5-Austin-TX-78704,https://www.zillow.com/homedetails/1303-Azie-Morton-Rd-5-Austin-TX-78704/119619187_zpid/,
13,Single Family,1999,Other,Central,4 spaces,$17/month,$192,"$549,900", 4, 3, 2, 1,9101-Lantana-Way-Austin-TX-78749,https://www.zillow.com/homedetails/9101-Lantana-Way-Austin-TX-78749/29491668_zpid/,"7,143 sqft"
14,Single Family,1982,Forced air,Central,4 spaces,None,$203,"$240,000", 3, 2, 2,,1406-Atterbury-Ln-Austin-TX-78753,https://www.zillow.com/homedetails/1406-Atterbury-Ln-Austin-TX-78753/29435168_zpid/,"9,713 sqft"
15,Single Family,1940,Forced air,Central,2 spaces,None,$494,"$825,000", 3, 2, 2,,3204-Beverly-Rd-Austin-TX-78703,https://www.zillow.com/homedetails/3204-Beverly-Rd-Austin-TX-78703/29338588_zpid/,"8,015 sqft"
16,Single Family,2015,"Forced air, Gas",Central,3 spaces,,$328,"$649,900", 3, 3, 2, 1,3504-Clawson-Rd-APT-2-Austin-TX-78704,https://www.zillow.com/homedetails/3504-Clawson-Rd-APT-2-Austin-TX-78704/145656555_zpid/,0.79 Acres
17,Condo,1967,"Forced air, Electric",Central,2 spaces,$382/mo,$256,"$399,900", 3, 3, 2, 1,829-E-Oltorf-St-Austin-TX-78704,https://www.zillow.com/homedetails/829-E-Oltorf-St-Austin-TX-78704/29462124_zpid/,
18,Single Family,2016,Forced air,Central,2 spaces,$159/month,$205,"$530,000", 4, 3, 3,,7007-Cut-Plains-Trl-Austin-TX-78726,https://www.zillow.com/homedetails/7007-Cut-Plains-Trl-Austin-TX-78726/2077633278_zpid/,"8,276 sqft"
19,Condo,2009,Forced air,Central,2 spaces,$310/month,$287,"$559,000", 3, 3, 3,,2520-Bluebonnet-Ln-56-Austin-TX-78704,https://www.zillow.com/homedetails/2520-Bluebonnet-Ln-56-Austin-TX-78704/2138213976_zpid/,
20,Single Family,1986,Forced air,Central,4 spaces,None,$171,"$394,900", 4, 3, 2, 1,2305-Broughton-Ct-Austin-TX-78727,https://www.zillow.com/homedetails/2305-Broughton-Ct-Austin-TX-78727/29442729_zpid/,"7,701 sqft"
21,Single Family,2003,Forced air,Central,4 spaces,$50/month,$211,"$689,000", 4, 3, 3,,6912-Hansa-Loop-Austin-TX-78739,https://www.zillow.com/homedetails/6912-Hansa-Loop-Austin-TX-78739/64647073_zpid/,"8,799 sqft"
22,Single Family,1997,Forced air,Central,4 spaces,$42/month,$228,"$400,000", 3, 2, 2,,4613-Walsall-Loop-Austin-TX-78749,https://www.zillow.com/homedetails/4613-Walsall-Loop-Austin-TX-78749/29499794_zpid/,"6,969 sqft"
23,Single Family,1955,"Forced air, Electric, Gas",Central,2 spaces,,$383,"$699,900", 4, 2, 2,,1912-Karen-Ave-Austin-TX-78757,https://www.zillow.com/homedetails/1912-Karen-Ave-Austin-TX-78757/29416961_zpid/,0.25 Acres
24,Single Family,1983,"Forced air, Electric, Gas",Central,4 spaces,,$254,"$769,500", 3, 3, 2, 1,7001-Rusty-Fig-Dr-Austin-TX-78750,https://www.zillow.com/homedetails/7001-Rusty-Fig-Dr-Austin-TX-78750/29358924_zpid/,"10,149 sqft"
25,Single Family,1983,Forced air,Central,2 spaces,None,$181,"$297,000", 3, 2, 2,,14505-Gold-Fish-Pond-Ave-Austin-TX-78728,https://www.zillow.com/homedetails/14505-Gold-Fish-Pond-Ave-Austin-TX-78728/29449611_zpid/,"6,926 sqft"
26,Single Family,2020,No Data,No Data,2 spaces,,$196,"$326,990", 4, 2, 2,,https:,https://www.zillow.com/community/pioneer-hill/2077636798_zpid/,No Data
27,Single Family,No Data,No Data,No Data,2 spaces,,$141,"$376,990", 4, 3, 3,,https:,https://www.zillow.com/community/parker-station/2077636801_zpid/,No Data
28,Single Family,No Data,No Data,No Data,2 spaces,,$147,"$372,990", 4, 3, 2, 1,https:,https://www.zillow.com/community/parker-station/2077636799_zpid/,No Data
29,Single Family,2020,No Data,No Data,2 spaces,,$138,"$377,990", 5, 3, 3,,https:,https://www.zillow.com/community/parker-station/2077636802_zpid/,No Data
30,Single Family,No Data,No Data,No Data,2 spaces,,$147,"$371,990", 4, 3, 3,,https:,https://www.zillow.com/community/parker-station/2077636800_zpid/,No Data
31,Single Family,1982,"Forced air, Electric, Gas",Central,2 spaces,,$229,"$499,990", 4, 3, 3,,6901-Chelsea-Moor-Austin-TX-78759,https://www.zillow.com/homedetails/6901-Chelsea-Moor-Austin-TX-78759/29369634_zpid/,"8,537 sqft"
32,Condo,2007,"Forced air, Electric",Central,1 space,$375/mo,$709,"$494,700", 1, 1, 1,,300-Bowie-St-APT-3706-Austin-TX-78703,https://www.zillow.com/homedetails/300-Bowie-St-APT-3706-Austin-TX-78703/83822255_zpid/,
33,Single Family,1954,Forced air,Central,2 spaces,None,$432,"$515,000", 3, 1, 1,,1902-Richcreek-Rd-Austin-TX-78757,https://www.zillow.com/homedetails/1902-Richcreek-Rd-Austin-TX-78757/29420425_zpid/,"8,407 sqft"
34,Condo,2017,"Forced air, Electric, Gas",Central,2 spaces,$150/mo,$256,"$369,900", 2, 3, 2, 1,705-N-Bluff-Dr-5-Austin-TX-78745,https://www.zillow.com/homedetails/705-N-Bluff-Dr-5-Austin-TX-78745/251031106_zpid/,
35,Single Family,1985,Forced air,Central,2 spaces,None,$251,"$374,900", 4, 2, 2,,12906-Coridan-Dr-Austin-TX-78727,https://www.zillow.com/homedetails/12906-Coridan-Dr-Austin-TX-78727/29447143_zpid/,"5,880 sqft"
36,Single Family,1980,"Forced air, Electric, Gas",Central,2 spaces,,$247,"$559,000", 3, 2, 2,,9102-Breeze-Point-Cv-Austin-TX-78759,https://www.zillow.com/homedetails/9102-Breeze-Point-Cv-Austin-TX-78759/29363026_zpid/,"6,446 sqft"
37,Condo,1965,"Forced air, Electric, Gas",Central,No Data,$200/mo,$289,"$195,000", 0, 1, 1,,1313-E-52nd-St-APT-104-Austin-TX-78723,https://www.zillow.com/homedetails/1313-E-52nd-St-APT-104-Austin-TX-78723/305431013_zpid/,
38,Single Family,2020,No Data,No Data,2 spaces,,$130,"$281,990", 4, 3, 3,,https:,https://www.zillow.com/community/forest-bluff/2077808915_zpid/,No Data
39,Condo,2018,Forced air,Central,2 spaces,$135/month,$147,"$424,700", 4, 3, 2, 1,9009-Jodie-Ln-Austin-TX-78748,https://www.zillow.com/homedetails/9009-Jodie-Ln-Austin-TX-78748/145657035_zpid/,
40,Single Family,1955,Forced air,Central,1 space,None,$403,"$635,000", 4, 3, 3,,405-Wilmes-Dr-Austin-TX-78752,https://www.zillow.com/homedetails/405-Wilmes-Dr-Austin-TX-78752/29412486_zpid/,"6,926 sqft"
41,Single Family,1960,Forced air,Central,2 spaces,None,$342,"$382,500", 3, 2, 2,,2302-Trafalgar-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/2302-Trafalgar-Dr-Austin-TX-78723/29402358_zpid/,0.29 acres
42,Single Family,2004,"Forced air, Electric, Gas",Central,2 spaces,,$247,"$875,000", 3, 4, 3, 1,12525-Verandah-Ct-Austin-TX-78726,https://www.zillow.com/homedetails/12525-Verandah-Ct-Austin-TX-78726/70333917_zpid/,0.69 Acres
43,Condo,2014,"Forced air, Electric, Gas",Central,1 space,$439/mo,$706,"$485,000", 1, 1, 1,,222-West-Ave-2503-Austin-TX-78701,https://www.zillow.com/homedetails/222-West-Ave-2503-Austin-TX-78701/124839381_zpid/,
44,Condo,2008,Forced air,Central,1 space,$441/month,$501,"$432,000", 1, 1, 1,,210-Lee-Barton-Dr-UNIT-412-Austin-TX-78704,https://www.zillow.com/homedetails/210-Lee-Barton-Dr-UNIT-412-Austin-TX-78704/80095835_zpid/,
45,Single Family,1983,Forced air,Central,2 spaces,None,$280,"$535,000", 4, 3, 2, 1,6400-Rapture-Cv-Austin-TX-78749,https://www.zillow.com/homedetails/6400-Rapture-Cv-Austin-TX-78749/29481110_zpid/,"9,321 sqft"
46,Single Family,2014,Forced air,Central,4 spaces,None,$655,"$2,350,000", 5, 4, 4,,2106-Highgrove-Ter-Austin-TX-78703,https://www.zillow.com/homedetails/2106-Highgrove-Ter-Austin-TX-78703/29329338_zpid/,"9,278 sqft"
47,Single Family,2018,Forced air,Central,6 spaces,$58/month,$257,"$749,000", 4, 4, 3, 1,6728-Vicenza-Dr-Austin-TX-78737,https://www.zillow.com/homedetails/6728-Vicenza-Dr-Austin-TX-78737/303836218_zpid/,"6,969 sqft"
48,Condo,2016,"Forced air, Electric",Central,2 spaces,$260/mo,$225,"$275,000", 0, 3, 2, 1,7805-Cooper-Ln-104-Austin-TX-78745,https://www.zillow.com/homedetails/7805-Cooper-Ln-104-Austin-TX-78745/241938803_zpid/,
49,Townhouse,1979,Forced air,Central,2 spaces,$140/month,$266,"$475,000", 3, 3, 3,,4102-Ridgeline-Trl-Austin-TX-78731,https://www.zillow.com/homedetails/4102-Ridgeline-Trl-Austin-TX-78731/29356449_zpid/,"3,920 sqft"
50,Single Family,2008,"Forced air, Electric, Gas",Central,2 spaces,,$196,"$429,900", 3, 2, 2,,15421-Staked-Plains-Loop-Austin-TX-78717,https://www.zillow.com/homedetails/15421-Staked-Plains-Loop-Austin-TX-78717/185217426_zpid/,"8,145 sqft"
51,Single Family,1962,Forced air,Central,4 spaces,None,$246,"$439,900", 3, 2, 2,,11809-Cedar-Valley-Cv-Austin-TX-78753,https://www.zillow.com/homedetails/11809-Cedar-Valley-Cv-Austin-TX-78753/58304645_zpid/,0.25 acres
52,Condo,2018,"Forced air, Electric",Central,2 spaces,$115/mo,$517,"$1,098,000", 3, 4, 3, 1,2112-La-Casa-Dr-Austin-TX-78704,https://www.zillow.com/homedetails/2112-La-Casa-Dr-Austin-TX-78704/2087734081_zpid/,
53,Single Family,1973,"Forced air, Electric, Gas",Central,1 space,,$306,"$370,000", 3, 2, 2,,201-Craigmont-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/201-Craigmont-Dr-Austin-TX-78745/29494448_zpid/,"6,708 sqft"
54,Single Family,2001,"Other, Electric",Central,No Data,,$401,"$991,150", 4, 4, 3, 1,1702-Foggy-Glen-Cv-Austin-TX-78733,https://www.zillow.com/homedetails/1702-Foggy-Glen-Cv-Austin-TX-78733/29346888_zpid/,0.48 Acres
55,Single Family,2015,"Forced air, Heat pump",Central,4 spaces,None,$433,"$1,250,000", 4, 4, 4,,9804-Lake-Ridge-Dr-Austin-TX-78733,https://www.zillow.com/homedetails/9804-Lake-Ridge-Dr-Austin-TX-78733/29343768_zpid/,0.85 acres
56,Apartment,2007,Forced air,Other,2 spaces,$338/month,$394,"$368,500", 2, 1, 1,,41-Waller-St-APT-206-Austin-TX-78702,https://www.zillow.com/homedetails/41-Waller-St-APT-206-Austin-TX-78702/83819381_zpid/,
57,Single Family,1991,Forced air,Central,4 spaces,None,$208,"$395,000", 4, 3, 2, 1,11031-Watchful-Fox-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/11031-Watchful-Fox-Dr-Austin-TX-78748/29515246_zpid/,"7,884 sqft"
58,Single Family,2002,"Other, Electric",Central,4 spaces,,$130,"$330,000", 3, 3, 2, 1,11317-Midbury-Ct-Austin-TX-78748,https://www.zillow.com/homedetails/11317-Midbury-Ct-Austin-TX-78748/60135620_zpid/,"7,230 sqft"
59,Single Family,1966,Forced air,Central,2 spaces,None,$371,"$899,000", 3, 2, 2,,6208-Highland-Hills-Dr-Austin-TX-78731,https://www.zillow.com/homedetails/6208-Highland-Hills-Dr-Austin-TX-78731/29349346_zpid/,0.27 acres
60,Single Family,1951,"Forced air, Electric, Gas",Central,4 spaces,,$428,"$689,900", 3, 2, 2,,1102-Brentwood-St-Austin-TX-78757,https://www.zillow.com/homedetails/1102-Brentwood-St-Austin-TX-78757/29415066_zpid/,0.28 Acres
61,Condo,1999,"Forced air, Electric, Gas",Central,2 spaces,$130/mo,$367,"$529,000", 2, 3, 2, 1,2114-Goodrich-Ave-APT-9-Austin-TX-78704,https://www.zillow.com/homedetails/2114-Goodrich-Ave-APT-9-Austin-TX-78704/58312090_zpid/,
62,Single Family,1949,Forced air,Central,2 spaces,,$296,"$400,000", 3, 1, 1,,502-Tillery-St-Austin-TX-78702,https://www.zillow.com/homedetails/502-Tillery-St-Austin-TX-78702/29383438_zpid/,"5,793 sqft"
63,Single Family,2013,Forced air,Central,2 spaces,None,$668,"$2,095,000", 4, 3, 2, 1,1703-Mohle-Dr-Austin-TX-78703,https://www.zillow.com/homedetails/1703-Mohle-Dr-Austin-TX-78703/29337209_zpid/,"9,365 sqft"
64,Single Family,2020,No Data,No Data,2 spaces,,$125,"$266,990", 4, 3, 2, 1,https:,https://www.zillow.com/community/park-at-51-east-affordable/2077851314_zpid/,No Data
65,Townhouse,2017,Forced air,Central,2 spaces,$185/month,$178,"$275,000", 3, 3, 2, 1,1616-Catalan-Rd-Austin-TX-78748,https://www.zillow.com/homedetails/1616-Catalan-Rd-Austin-TX-78748/2092447246_zpid/,"3,963 sqft"
66,Single Family,1978,Forced air,Central,4 spaces,None,$286,"$539,900", 3, 3, 2, 1,2009-Malvern-Hill-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/2009-Malvern-Hill-Dr-Austin-TX-78745/29497778_zpid/,"6,969 sqft"
67,Single Family,1981,Forced air,Central,4 spaces,None,$295,"$415,000", 3, 2, 2,,3904-Tattershall-Ln-Austin-TX-78727,https://www.zillow.com/homedetails/3904-Tattershall-Ln-Austin-TX-78727/58306115_zpid/,"6,708 sqft"
68,Single Family,1961,"Forced air, Electric, Gas",Central,2 spaces,,$322,"$375,000", 3, 1, 1,,6706-Tulane-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/6706-Tulane-Dr-Austin-TX-78723/29407567_zpid/,"9,713 sqft"
69,Condo,1984,"Forced air, Electric",Central,2 spaces,$195/mo,$342,"$299,000", 2, 2, 2,,704-W-21st-St-APT-305-Austin-TX-78705,https://www.zillow.com/homedetails/704-W-21st-St-APT-305-Austin-TX-78705/60137076_zpid/,
70,Single Family,1990,Other,Central,2 spaces,None,$265,"$740,000", 4, 3, 2, 1,12300-Painted-Bunting-Dr-Austin-TX-78726,https://www.zillow.com/homedetails/12300-Painted-Bunting-Dr-Austin-TX-78726/29377662_zpid/,2.06 acres
71,Single Family,1985,"Forced air, Electric, Gas",Central,2 spaces,,$180,"$330,000", 4, 2, 2,,14200-Terisu-Ln-Austin-TX-78728,https://www.zillow.com/homedetails/14200-Terisu-Ln-Austin-TX-78728/29446387_zpid/,"7,274 sqft"
72,Condo,2017,"Forced air, Electric, Gas",Central,2 spaces,$250/mo,$224,"$425,000", 4, 3, 3,,6814-E-Riverside-Dr-UNIT-85-Austin-TX-78741,https://www.zillow.com/homedetails/6814-E-Riverside-Dr-UNIT-85-Austin-TX-78741/241937854_zpid/,
73,Condo,2012,"Forced air, Electric, Gas",Central,4 spaces,$33/mo,$173,"$459,995", 4, 3, 2, 1,228-Archipelago-Trl-Austin-TX-78717,https://www.zillow.com/homedetails/228-Archipelago-Trl-Austin-TX-78717/96644247_zpid/,
74,Single Family,1993,"Forced air, Electric",Central,2 spaces,,$213,"$495,000", 4, 2, 2,,3702-Apache-Forest-Dr-Austin-TX-78739,https://www.zillow.com/homedetails/3702-Apache-Forest-Dr-Austin-TX-78739/29511771_zpid/,0.28 Acres
75,Single Family,2019,"Forced air, Electric",Central,2 spaces,,$175,"$345,000", 4, 2, 2,,7213-Kilday-Cv-Austin-TX-78744,https://www.zillow.com/homedetails/7213-Kilday-Cv-Austin-TX-78744/2077644976_zpid/,"6,316 sqft"
76,Single Family,1962,"Forced air, Electric, Gas",Central,2 spaces,,$414,"$720,000", 3, 2, 2,,3306-Skylark-Dr-Austin-TX-78757,https://www.zillow.com/homedetails/3306-Skylark-Dr-Austin-TX-78757/29422112_zpid/,"9,147 sqft"
77,Single Family,1980,"Forced air, Electric, Gas",Central,2 spaces,,$235,"$355,000", 3, 2, 2,,3405-Burliegh-Cv-Austin-TX-78745,https://www.zillow.com/homedetails/3405-Burliegh-Cv-Austin-TX-78745/29498735_zpid/,0.31 Acres
78,Single Family,2006,Other,Central,5 spaces,$53/month,$195,"$650,000", 4, 4, 3, 1,7021-Via-Correto-Dr-Austin-TX-78749,https://www.zillow.com/homedetails/7021-Via-Correto-Dr-Austin-TX-78749/70342650_zpid/,"9,975 sqft"
79,Single Family,1980,"Forced air, Electric, Gas",Central,2 spaces,,$235,"$355,000", 3, 2, 2,,3405-Burliegh-Cv-Austin-TX-78745,https://www.zillow.com/homedetails/3405-Burliegh-Cv-Austin-TX-78745/29498735_zpid/,0.31 Acres
80,Single Family,1962,"Forced air, Electric, Gas",Central,2 spaces,,$414,"$720,000", 3, 2, 2,,3306-Skylark-Dr-Austin-TX-78757,https://www.zillow.com/homedetails/3306-Skylark-Dr-Austin-TX-78757/29422112_zpid/,"9,147 sqft"
81,Single Family,1972,Forced air,Central,2 spaces,None,$340,"$449,900", 4, 2, 2,,2621-Baxter-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/2621-Baxter-Dr-Austin-TX-78745/58314653_zpid/,"6,795 sqft"
82,Single Family,2002,"Forced air, Electric, Gas",Central,2 spaces,,$228,"$695,000", 3, 3, 2, 1,5813-Medicine-Creek-Dr-Austin-TX-78735,https://www.zillow.com/homedetails/5813-Medicine-Creek-Dr-Austin-TX-78735/60136219_zpid/,"8,755 sqft"
83,Single Family,1999,Forced air,Central,4 spaces,$38/month,$155,"$435,000", 4, 3, 2, 1,1911-Creole-Dr-Austin-TX-78727,https://www.zillow.com/homedetails/1911-Creole-Dr-Austin-TX-78727/29445401_zpid/,"9,147 sqft"
84,Single Family,1977,"Forced air, Electric",Central,4 spaces,,$542,"$1,250,000", 3, 3, 3,,8800-W-View-Rd-Austin-TX-78737,https://www.zillow.com/homedetails/8800-W-View-Rd-Austin-TX-78737/29481860_zpid/,3.62 Acres
85,Condo,2016,Forced air,Central,2 spaces,$75/month,$377,"$670,000", 3, 3, 2, 1,7413-Grover-Ave-A-Austin-TX-78757,https://www.zillow.com/homedetails/7413-Grover-Ave-A-Austin-TX-78757/241935674_zpid/,
86,Single Family,2008,Forced air,Central,6 spaces,$25/month,$242,"$849,900", 4, 4, 3, 1,9451-El-Rey-Blvd-Austin-TX-78737,https://www.zillow.com/homedetails/9451-El-Rey-Blvd-Austin-TX-78737/70328053_zpid/,1 acre
87,Condo,2020,Forced air,Central,4 spaces,$120/month,$314,"$696,000", 3, 3, 2, 1,3905-Clawson-Rd-10-Austin-TX-78704,https://www.zillow.com/homedetails/3905-Clawson-Rd-10-Austin-TX-78704/306646651_zpid/,
88,Single Family,2010,Other,Central,3 spaces,$45/month,$206,"$422,900", 3, 2, 2,,171-Saint-Richie-Ln-Austin-TX-78737,https://www.zillow.com/homedetails/171-Saint-Richie-Ln-Austin-TX-78737/111964502_zpid/,"9,583 sqft"
89,Single Family,1969,Other,Central,Attached Garage,None,$301,"$520,000", 3, 2, 2,,11307-Circle-Bend-Dr-Austin-TX-78758,https://www.zillow.com/homedetails/11307-Circle-Bend-Dr-Austin-TX-78758/58302893_zpid/,"9,278 sqft"
90,Single Family,1979,Forced air,"Central, Wall",4 spaces,None,$270,"$485,000", 3, 2, 2,,8106-Appomattox-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/8106-Appomattox-Dr-Austin-TX-78745/63567410_zpid/,"8,755 sqft"
91,Single Family,2019,Forced air,Central,4 spaces,None,$497,"$1,499,000", 4, 4, 3, 1,2006-Rabb-Glen-St-1-Austin-TX-78704,https://www.zillow.com/homedetails/2006-Rabb-Glen-St-1-Austin-TX-78704/2077646167_zpid/,"10,702 sqft"
92,Multi Family,1971,Forced air,Central,2 spaces,None,$236,"$700,000", 0,,,,6003-Shadow-Valley-Cv-Austin-TX-78731,https://www.zillow.com/homedetails/6003-Shadow-Valley-Cv-Austin-TX-78731/29349229_zpid/,
93,Single Family,1955,"Forced air, Electric, Gas",Central,2 spaces,,$520,"$825,000", 3, 2, 2,,2301-Westway-Cir-Austin-TX-78704,https://www.zillow.com/homedetails/2301-Westway-Cir-Austin-TX-78704/29474793_zpid/,"10,018 sqft"
94,Single Family,1976,Forced air,Central,2 spaces,$40/month,$294,"$575,000", 4, 2, 2,,11308-Toledo-Dr-Austin-TX-78759,https://www.zillow.com/homedetails/11308-Toledo-Dr-Austin-TX-78759/29439274_zpid/,"9,147 sqft"
95,Single Family,1982,Forced air,Central,4 spaces,None,$269,"$425,000", 3, 2, 2,,12415-Turtleback-Ln-Austin-TX-78727,https://www.zillow.com/homedetails/12415-Turtleback-Ln-Austin-TX-78727/29442352_zpid/,"7,013 sqft"
96,Single Family,1978,Forced air,Central,2 spaces,None,$283,"$425,000", 3, 2, 2,,11106-Bending-Bough-Trl-Austin-TX-78758,https://www.zillow.com/homedetails/11106-Bending-Bough-Trl-Austin-TX-78758/29433961_zpid/,"6,534 sqft"
97,Single Family,1977,Forced air,Central,2 spaces,None,$284,"$420,000", 3, 2, 2,,6111-Bridlington-Cir-Austin-TX-78745,https://www.zillow.com/homedetails/6111-Bridlington-Cir-Austin-TX-78745/58314577_zpid/,"8,276 sqft"
98,Condo,2001,Forced air,Central,2 spaces,$415/month,$217,"$360,000", 3, 3, 2, 1,10300-Morado-Cv-APT-103-Austin-TX-78759,https://www.zillow.com/homedetails/10300-Morado-Cv-APT-103-Austin-TX-78759/62605133_zpid/,
99,Single Family,No Data,"Forced air, Electric",Central,2 spaces,,$370,"$370,000", 2, 2, 2,,https:,https://www.zillow.com/community/bend-south-congress/2077862485_zpid/,No Data
100,Single Family,1993,Forced air,Central,2 spaces,None,$215,"$365,000", 3, 3, 2, 1,10421-Hess-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/10421-Hess-Dr-Austin-TX-78748/29512831_zpid/,"5,662 sqft"
101,Single Family,1985,"Forced air, Electric, Gas",Central,2 spaces,,$216,"$325,000", 3, 2, 2,,2900-Wadsworth-Way-Austin-TX-78748,https://www.zillow.com/homedetails/2900-Wadsworth-Way-Austin-TX-78748/29511441_zpid/,"9,583 sqft"
102,Single Family,2005,Forced air,Central,2 spaces,$66/month,$172,"$289,900", 3, 2, 2,,1311-Melissa-Oaks-Ln-Austin-TX-78744,https://www.zillow.com/homedetails/1311-Melissa-Oaks-Ln-Austin-TX-78744/70343500_zpid/,"10,454 sqft"
103,Single Family,2005,Forced air,Central,2 spaces,$12/month,$166,"$329,900", 4, 3, 2, 1,1615-Strickland-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/1615-Strickland-Dr-Austin-TX-78748/70343232_zpid/,"6,359 sqft"
104,Single Family,1988,Forced air,Central,4 spaces,None,$286,"$550,000", 3, 2, 2,,4809-Allison-Cv-Austin-TX-78741,https://www.zillow.com/homedetails/4809-Allison-Cv-Austin-TX-78741/29465503_zpid/,"8,668 sqft"
105,Single Family,1951,Forced air,Central,2 spaces,None,$337,"$350,000", 3, 1, 1,,5710-Link-Ave-Austin-TX-78752,https://www.zillow.com/homedetails/5710-Link-Ave-Austin-TX-78752/29411814_zpid/,"6,969 sqft"
106,Single Family,1951,Forced air,Central,3 spaces,None,$681,"$950,000", 3, 2, 2,,700-Winflo-Dr-Austin-TX-78703,https://www.zillow.com/homedetails/700-Winflo-Dr-Austin-TX-78703/29327437_zpid/,"6,534 sqft"
107,Single Family,1959,"Forced air, Electric",Central,2 spaces,,$454,"$424,900", 3, 3, 2, 1,4610-Englewood-Dr-Austin-TX-78745,https://www.zillow.com/homedetails/4610-Englewood-Dr-Austin-TX-78745/29480314_zpid/,"7,753 sqft"
108,Single Family,1966,"Forced air, Electric, Gas",Central,2 spaces,,$365,"$429,000", 3, 2, 2,,5508-Kings-Hwy-Austin-TX-78745,https://www.zillow.com/homedetails/5508-Kings-Hwy-Austin-TX-78745/29485213_zpid/,"9,936 sqft"
109,Single Family,1998,Forced air,Central,2 spaces,None,$446,"$925,000", 3, 3, 2, 1,4309-Shoal-Creek-Blvd-Austin-TX-78756,https://www.zillow.com/homedetails/4309-Shoal-Creek-Blvd-Austin-TX-78756/29406032_zpid/,"7,448 sqft"
110,Condo,2020,Electric,Central,2 spaces,$245/month,$175,"$284,158", 3, 3, 2, 1,1610-Tun-Tavern-Trl-Austin-TX-78754,https://www.zillow.com/homedetails/1610-Tun-Tavern-Trl-Austin-TX-78754/2077647820_zpid/,
