,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,Lot,Half bathrooms,Date available,Pets,Laundry,Deposit & fees
606,Single Family,1925,"Forced air, Gas",Central,7 spaces,,$155,"$274,900", 3, 2, 2,3020-N-Odell-Ave-Chicago-IL-60707,https://www.zillow.com/homedetails/3020-N-Odell-Ave-Chicago-IL-60707/3601668_zpid/,"6,650 sqft",,,,,
607,Condo,No Data,"Forced air, Other, Geothermal",Other,82 spaces,$295/mo,$296,"$295,955", 1, 1,,1500-W-Monroe-St-UNIT-511-Chicago-IL-60607,https://www.zillow.com/homedetails/1500-W-Monroe-St-UNIT-511-Chicago-IL-60607/2090634290_zpid/,,,,,,
608,Single Family,1951,"Forced air, Gas",Central,2 spaces,,$131,"$239,900", 3, 3, 2,1533-E-83rd-St-Chicago-IL-60619,https://www.zillow.com/homedetails/1533-E-83rd-St-Chicago-IL-60619/4021774_zpid/,"3,746 sqft", 1,,,,
609,Condo,1971,No Data,Central,2 spaces,$466/mo,$194,"$165,000", 1, 1, 1,5445-N-Sheridan-Rd-APT-1004-Chicago-IL-60640,https://www.zillow.com/homedetails/5445-N-Sheridan-Rd-APT-1004-Chicago-IL-60640/3699214_zpid/,,,,,,
610,Single Family,1921,Forced air,Central,3 spaces,,$173,"$359,900", 4, 2, 2,2310-W-111th-Pl-Chicago-IL-60643,https://www.zillow.com/homedetails/2310-W-111th-Pl-Chicago-IL-60643/4147914_zpid/,"6,599 sqft",,,,,
611,Condo,1945,Gas,Central,2 spaces,$276/mo,$318,"$509,000", 2, 2, 2,2804-N-Lakewood-Ave-APT-105-Chicago-IL-60657,https://www.zillow.com/homedetails/2804-N-Lakewood-Ave-APT-105-Chicago-IL-60657/3727858_zpid/,,,,,,
612,Condo,2020,Gas,Central,1 space,$260/mo,$151,"$499,900", 4, 3, 3,4041-N-Elston-Ave-1-Chicago-IL-60618,https://www.zillow.com/homedetails/4041-N-Elston-Ave-1-Chicago-IL-60618/2077693878_zpid/,,,,,,
613,Condo,2020,Gas,Central,1 space,$159/mo,$216,"$399,900", 3, 2, 2,4033-N-Elston-Ave-2-Chicago-IL-60618,https://www.zillow.com/homedetails/4033-N-Elston-Ave-2-Chicago-IL-60618/2077693931_zpid/,,,,,,
614,Condo,2020,Forced air,Central,1 space,$169/month,No Data,"$525,000", 2, 2, 2,2422-W-Iowa-St-3-Chicago-IL-60622,https://www.zillow.com/homedetails/2422-W-Iowa-St-3-Chicago-IL-60622/2077694021_zpid/,,,,,,
615,Condo,1950,No Data,No Data,None,$698/month,No Data,"$225,000", 2, 2, 2,4900-N-Marine-Dr-APT-703-Chicago-IL-60640,https://www.zillow.com/homedetails/4900-N-Marine-Dr-APT-703-Chicago-IL-60640/3702154_zpid/,,,,,,
616,Condo,1893,"Other, Electric",Wall,No Data,$271/mo,$261,"$209,000", 1, 1, 1,2800-N-Pine-Grove-Ave-UNIT-2H-Chicago-IL-60657,https://www.zillow.com/homedetails/2800-N-Pine-Grove-Ave-UNIT-2H-Chicago-IL-60657/3721462_zpid/,,,,,,
617,Condo,2020,Gas,Central,1 space,$159/mo,$227,"$419,900", 3, 2, 2,4033-N-Elston-Ave-3-Chicago-IL-60618,https://www.zillow.com/homedetails/4033-N-Elston-Ave-3-Chicago-IL-60618/2077694117_zpid/,,,,,,
618,Single Family,1944,Forced air,Central,2 spaces,None,$300,"$299,900", 2, 2, 2,7763-W-Rosedale-Ave-Chicago-IL-60631,https://www.zillow.com/homedetails/7763-W-Rosedale-Ave-Chicago-IL-60631/3576544_zpid/,"4,530 sqft",,,,,
619,Condo,1966,Gas,No Data,1 space,$231/mo,$163,"$134,900", 1, 1, 1,5440-W-Windsor-Ave-APT-3E-Chicago-IL-60630,https://www.zillow.com/homedetails/5440-W-Windsor-Ave-APT-3E-Chicago-IL-60630/3648335_zpid/,,,,,,
620,Condo,1963,No Data,Central,2 spaces,"$1,033/mo",$242,"$399,900", 2, 2, 2,3150-N-Lake-Shore-Dr-APT-15E-Chicago-IL-60657,https://www.zillow.com/homedetails/3150-N-Lake-Shore-Dr-APT-15E-Chicago-IL-60657/3721808_zpid/,,,,,,
621,Single Family,1956,Forced air,Central,2 spaces,,$212,"$264,900", 4, 2, 2,9343-S-Yates-Blvd-Chicago-IL-60617,https://www.zillow.com/homedetails/9343-S-Yates-Blvd-Chicago-IL-60617/4167255_zpid/,"4,373 sqft",,,,,
622,Single Family,1900,Gas,No Data,2 spaces,,$141,"$99,000", 3, 1, 1,2251-S-Kostner-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/2251-S-Kostner-Ave-Chicago-IL-60623/2077694348_zpid/,"4,011 sqft",,,,,
623,Condo,1990,Other,Central,1 space,$825/month,$361,"$424,000", 2, 2, 2,195-N-Harbor-Dr-APT-401-Chicago-IL-60601,https://www.zillow.com/homedetails/195-N-Harbor-Dr-APT-401-Chicago-IL-60601/3870719_zpid/,,,,,,
624,Multiple Occupancy,1921,Gas,No Data,2 spaces,,,"$264,000", 4, 2, 2,5010-S-Fairfield-Ave-Chicago-IL-60632,https://www.zillow.com/homedetails/5010-S-Fairfield-Ave-Chicago-IL-60632/2143438343_zpid/,,,,,,
625,Townhouse,1997,"Forced air, Other",Central,2 spaces,None,$188,"$349,900", 3, 3, 3,4658-S-Ellis-Ave-Chicago-IL-60653,https://www.zillow.com/homedetails/4658-S-Ellis-Ave-Chicago-IL-60653/60272377_zpid/,435 sqft,,,,,
626,Condo,1970,"Baseboard, Gas",No Data,1 space,$275/mo,$167,"$175,000", 2, 1, 1,6482-N-Northwest-Hwy-APT-205-Chicago-IL-60631,https://www.zillow.com/homedetails/6482-N-Northwest-Hwy-APT-205-Chicago-IL-60631/3513004_zpid/,,,,,,
627,Condo,2012,"Forced air, Gas",Central,1 space,$169/mo,$312,"$499,000", 2, 2, 2,2032-N-Burling-St-2-Chicago-IL-60614,https://www.zillow.com/homedetails/2032-N-Burling-St-2-Chicago-IL-60614/65550463_zpid/,,,,,,
628,Single Family,No Data,"Forced air, Gas",Central,2 spaces,,$227,"$839,900", 4, 4, 3,https:,https://www.zillow.com/community/mclean-collection/2080014966_zpid/,No Data, 1,,,,
629,Condo,1970,Gas,Central,No Data,$717/mo,$348,"$304,700", 1, 1, 1,40-E-Cedar-St-APT-21B-Chicago-IL-60611,https://www.zillow.com/homedetails/40-E-Cedar-St-APT-21B-Chicago-IL-60611/3846589_zpid/,,,,,,
630,Condo,2020,Gas,Central,1 space,$162/mo,$232,"$429,900", 3, 2, 2,4033-N-Elston-Ave-4-Chicago-IL-60618,https://www.zillow.com/homedetails/4033-N-Elston-Ave-4-Chicago-IL-60618/2077694583_zpid/,,,,,,
631,Single Family,1923,"Forced air, Gas",Central,2 spaces,,$255,"$285,000", 4, 3, 2,8008-S-Prairie-Ave-Chicago-IL-60619,https://www.zillow.com/homedetails/8008-S-Prairie-Ave-Chicago-IL-60619/4018090_zpid/,"4,830 sqft", 1,,,,
632,Condo,1969,Forced air,Wall,1 space,$961/month,$357,"$459,000", 1, 2, 2,175-E-Delaware-Pl-APT-5902-Chicago-IL-60611,https://www.zillow.com/homedetails/175-E-Delaware-Pl-APT-5902-Chicago-IL-60611/3850165_zpid/,,,,,,
633,Multi Family,No Data,Gas,No Data,2 spaces,,$227,"$249,500", 10, 4, 4,4535-S-Honore-St-Chicago-IL-60609,https://www.zillow.com/homedetails/4535-S-Honore-St-Chicago-IL-60609/2129765190_zpid/,,,,,,
634,Condo,1962,Baseboard,No Data,None,$563/month,$67,"$49,900", 1, 1, 1,7337-S-South-Shore-Dr-APT-1101-Chicago-IL-60649,https://www.zillow.com/homedetails/7337-S-South-Shore-Dr-APT-1101-Chicago-IL-60649/4025316_zpid/,,,,,,
635,Condo,1996,Gas,Central,1 space,$54/month,$463,"$810,000", 3, 3,,1122-N-Dearborn-St-APT-17H-Chicago-IL-60610,https://www.zillow.com/homedetails/1122-N-Dearborn-St-APT-17H-Chicago-IL-60610/60266321_zpid/,,,,,,
636,Multi Family,1925,Forced air,No Data,2 spaces,,No Data,"$259,900", 8, 3, 3,5805-S-Washtenaw-Ave-Chicago-IL-60629,https://www.zillow.com/homedetails/5805-S-Washtenaw-Ave-Chicago-IL-60629/2146870214_zpid/,,,,,,
637,Apartment,No Data,No Data,No Data,No Data,,No Data,"$339,000", 0,,,5617-W-63rd-Pl-Chicago-IL-60638,https://www.zillow.com/homedetails/5617-W-63rd-Pl-Chicago-IL-60638/2077695420_zpid/,,,,,,
638,Condo,1991,Forced air,Central,1 space,$386/month,$419,"$335,000", 1, 1, 1,480-N-Mcclurg-Ct-APT-615-Chicago-IL-60611,https://www.zillow.com/homedetails/480-N-Mcclurg-Ct-APT-615-Chicago-IL-60611/121069285_zpid/,,,,,,
639,Single Family,No Data,Forced air,Central,2 spaces,,$464,"$1,950,000", 6, 6, 4,2722-N-Magnolia-Ave-Chicago-IL-60614,https://www.zillow.com/homedetails/2722-N-Magnolia-Ave-Chicago-IL-60614/2077695437_zpid/,"3,101 sqft", 2,,,,
640,Single Family,2001,Forced air,Central,2 spaces,,$393,"$559,900", 4, 3, 2,1656-N-Whipple-St-Chicago-IL-60647,https://www.zillow.com/homedetails/1656-N-Whipple-St-Chicago-IL-60647/54533076_zpid/,"3,859 sqft", 1,,,,
641,Condo,2003,Forced air,Central,1 space,$749/month,$308,"$400,000", 2, 2, 2,41-E-8th-St-APT-2807-Chicago-IL-60605,https://www.zillow.com/homedetails/41-E-8th-St-APT-2807-Chicago-IL-60605/65569682_zpid/,,,,,,
642,Condo,1930,No Data,No Data,No Data,$403/mo,$158,"$189,000", 2, 1, 1,1532-W-Fargo-Ave-APT-1N-Chicago-IL-60626,https://www.zillow.com/homedetails/1532-W-Fargo-Ave-APT-1N-Chicago-IL-60626/65546247_zpid/,,,,,,
643,Multi Family,1923,Gas,Central,2 spaces,,No Data,"$380,000", 6, 4, 2,5325-W-Potomac-Ave-Chicago-IL-60651,https://www.zillow.com/homedetails/5325-W-Potomac-Ave-Chicago-IL-60651/2143543822_zpid/,, 2,,,,
644,Single Family,2006,"Other, Gas",Central,2 spaces,,$227,"$699,000", 4, 4, 3,3106-N-Spaulding-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/3106-N-Spaulding-Ave-Chicago-IL-60618/87699458_zpid/,"3,092 sqft", 1,,,,
645,Condo,2009,Forced air,Central,2 spaces,$142/month,$450,"$540,000", 2, 2, 2,1517-W-Augusta-Blvd-3-Chicago-IL-60642,https://www.zillow.com/homedetails/1517-W-Augusta-Blvd-3-Chicago-IL-60642/99345246_zpid/,,,,,,
646,Condo,1916,"None, Forced air",Central,1 space,$446/mo,$335,"$369,000", 1, 1, 1,1601-W-School-St-APT-414-Chicago-IL-60657,https://www.zillow.com/homedetails/1601-W-School-St-APT-414-Chicago-IL-60657/3710606_zpid/,,,,,,
647,Condo,2008,Forced air,Central,No Data,$704/mo,$459,"$549,000", 2, 2, 2,505-N-Mcclurg-Ct-APT-3101-Chicago-IL-60611,https://www.zillow.com/homedetails/505-N-Mcclurg-Ct-APT-3101-Chicago-IL-60611/99346923_zpid/,,,,,,
648,Single Family,1956,"Forced air, Gas",Central,2 spaces,,$275,"$289,900", 5, 2, 2,5040-S-Lawler-Ave-Chicago-IL-60638,https://www.zillow.com/homedetails/5040-S-Lawler-Ave-Chicago-IL-60638/3924062_zpid/,"3,781 sqft",,,,,
649,Townhouse,No Data,Gas,Central,1 space,,,"$750,000", 3, 4, 2,1818-N-Dayton-St-Chicago-IL-60614,https://www.zillow.com/homedetails/1818-N-Dayton-St-Chicago-IL-60614/2077696143_zpid/,No Data, 2,,,,
650,Townhouse,1995,Forced air,Central,1 space,$210/month,$255,"$349,000", 1, 2, 2,1125-W-Newport-Ave-N-Chicago-IL-60657,https://www.zillow.com/homedetails/1125-W-Newport-Ave-N-Chicago-IL-60657/2077696261_zpid/,No Data,,,,,
651,Condo,2002,"Forced air, Gas",Central,2 spaces,$166/mo,$333,"$450,000", 2, 2, 2,2147-W-Rice-St-APT-2E-Chicago-IL-60622,https://www.zillow.com/homedetails/2147-W-Rice-St-APT-2E-Chicago-IL-60622/63698252_zpid/,,,,,,
652,Condo,2001,Gas,Central,1 space,$385/month,$388,"$659,900", 3, 2, 2,1148-W-Monroe-St-UNIT-3NW-Chicago-IL-60607,https://www.zillow.com/homedetails/1148-W-Monroe-St-UNIT-3NW-Chicago-IL-60607/80840800_zpid/,,,,,,
653,Single Family,1993,Forced air,Central,None,,$171,"$399,000", 4, 2, 2,4322-S-Albany-Ave-Chicago-IL-60632,https://www.zillow.com/homedetails/4322-S-Albany-Ave-Chicago-IL-60632/3913944_zpid/,"6,155 sqft",,,,,
654,Multi Family,1890,No Data,No Data,2 spaces,,$95,"$199,000", 5, 2, 2,6830-S-Justine-St-Chicago-IL-60636,https://www.zillow.com/homedetails/6830-S-Justine-St-Chicago-IL-60636/2135703548_zpid/,,,,,,
655,Condo,1991,Forced air,Central,1 space,$529/month,No Data,"$295,000", 1, 1, 1,440-N-Wabash-Ave-APT-2004-Chicago-IL-60611,https://www.zillow.com/homedetails/440-N-Wabash-Ave-APT-2004-Chicago-IL-60611/80829456_zpid/,,,,,,
656,Condo,2007,"Baseboard, Electric",Central,1 space,$709/mo,$591,"$799,000", 1, 2, 1,340-E-Randolph-St-APT-401-Chicago-IL-60601,https://www.zillow.com/homedetails/340-E-Randolph-St-APT-401-Chicago-IL-60601/89886771_zpid/,, 1,,,,
657,Townhouse,1994,"Forced air, Gas",Central,2 spaces,,$328,"$525,000", 3, 2, 2,2134-N-Bell-Ave-Chicago-IL-60647,https://www.zillow.com/homedetails/2134-N-Bell-Ave-Chicago-IL-60647/3732328_zpid/,"1,350 sqft",,,,,
658,Single Family,1890,No Data,No Data,2 spaces,None,$308,"$184,900", 2, 1, 1,3319-S-Oakley-Ave-Chicago-IL-60608,https://www.zillow.com/homedetails/3319-S-Oakley-Ave-Chicago-IL-60608/3879298_zpid/,"3,001 sqft",,,,,
659,Single Family,2018,Gas,Central,2 spaces,,,"$2,295,000", 5, 5, 4,1831-N-Paulina-St-Chicago-IL-60622,https://www.zillow.com/homedetails/1831-N-Paulina-St-Chicago-IL-60622/2077697055_zpid/,No Data, 1,,,,
660,Condo,1907,Forced air,Central,None,$175/month,$308,"$225,000", 1, 1, 1,2531-N-Talman-Ave-APT-2E-Chicago-IL-60647,https://www.zillow.com/homedetails/2531-N-Talman-Ave-APT-2E-Chicago-IL-60647/60261937_zpid/,,,,,,
661,Single Family,1924,Gas,No Data,2 spaces,,$125,"$149,900", 3, 1, 1,10643-S-Avenue-F-Chicago-IL-60617,https://www.zillow.com/homedetails/10643-S-Avenue-F-Chicago-IL-60617/4171239_zpid/,"4,225 sqft",,,,,
662,Condo,1962,Forced air,Central,1 space,$417/mo,$379,"$199,000", 0, 1, 1,535-N-Michigan-Ave-APT-1610-Chicago-IL-60611,https://www.zillow.com/homedetails/535-N-Michigan-Ave-APT-1610-Chicago-IL-60611/3864553_zpid/,,,,,,
663,Condo,1923,Forced air,Central,1 space,$229/month,$238,"$357,000", 3, 2, 2,3515-W-Medill-Ave-APT-2W-Chicago-IL-60647,https://www.zillow.com/homedetails/3515-W-Medill-Ave-APT-2W-Chicago-IL-60647/62008204_zpid/,,,,,,
664,Condo,1923,"Forced air, Gas",Central,1 space,$229/mo,$238,"$357,000", 3, 2, 2,3515-W-Medill-Ave-APT-2W-Chicago-IL-60647,https://www.zillow.com/homedetails/3515-W-Medill-Ave-APT-2W-Chicago-IL-60647/62008204_zpid/,,,,,,
665,Single Family,1927,Gas,No Data,2 spaces,,$56,"$244,500", 4, 2, 2,6423-S-Troy-St-Chicago-IL-60629,https://www.zillow.com/homedetails/6423-S-Troy-St-Chicago-IL-60629/3955094_zpid/,"4,373 sqft",,,,,
666,Multi Family,1919,Gas,Central,4 spaces,,No Data,"$1,190,000", 7, 8, 7,1227-W-Winnemac-Ave-Chicago-IL-60640,https://www.zillow.com/homedetails/1227-W-Winnemac-Ave-Chicago-IL-60640/2077697385_zpid/,, 1,,,,
667,Condo,1971,Gas,No Data,1 space,$320/mo,$154,"$184,900", 2, 1, 1,6875-N-Northwest-Hwy-APT-3D-Chicago-IL-60631,https://www.zillow.com/homedetails/6875-N-Northwest-Hwy-APT-3D-Chicago-IL-60631/3510355_zpid/,,,,,,
668,Condo,1930,No Data,No Data,1 space,$562/month,$394,"$335,000", 1, 1, 1,1255-N-Sandburg-Ter-UNIT-1501E-Chicago-IL-60610,https://www.zillow.com/homedetails/1255-N-Sandburg-Ter-UNIT-1501E-Chicago-IL-60610/3857378_zpid/,,,,,,
669,Single Family,1922,No Data,No Data,2 spaces,None,$191,"$225,000", 4, 2, 2,6344-S-Fairfield-Ave-Chicago-IL-60629,https://www.zillow.com/homedetails/6344-S-Fairfield-Ave-Chicago-IL-60629/3955652_zpid/,"3,759 sqft",,,,,
670,Single Family,2011,Gas,Central,2 spaces,None,$330,"$1,388,000", 5, 4, 3,3011-N-Oakley-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/3011-N-Oakley-Ave-Chicago-IL-60618/158595380_zpid/,"3,136 sqft", 1,,,,
671,Condo,1974,Electric,No Data,1 space,$305/month,$299,"$239,000", 1, 1, 1,2007-N-Sedgwick-St-APT-503-Chicago-IL-60614,https://www.zillow.com/homedetails/2007-N-Sedgwick-St-APT-503-Chicago-IL-60614/3739256_zpid/,,,,,,
672,Condo,2016,"Forced air, Gas",Central,1 space,$202/mo,,"$719,900", 3, 3, 2,1124-W-Fry-St-1-Chicago-IL-60642,https://www.zillow.com/homedetails/1124-W-Fry-St-1-Chicago-IL-60642/253422605_zpid/,, 1,,,,
673,Single Family,2010,Gas,Central,2 spaces,,$467,"$1,400,000", 4, 5, 4,2449-W-Superior-St-Chicago-IL-60612,https://www.zillow.com/homedetails/2449-W-Superior-St-Chicago-IL-60612/89977213_zpid/,"3,075 sqft", 1,,,,
674,Multi Family,No Data,Gas,Central,3 spaces,,No Data,"$549,000", 2, 3, 2,3800-W-Montrose-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/3800-W-Montrose-Ave-Chicago-IL-60618/2138710717_zpid/,, 1,,,,
675,Single Family,2014,"Forced air, Gas",Central,2 spaces,,$351,"$1,375,000", 5, 5, 4,3621-N-Campbell-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/3621-N-Campbell-Ave-Chicago-IL-60618/3668211_zpid/,"3,720 sqft", 1,,,,
676,Condo,2004,"Forced air, Gas",Central,1 space,$160/mo,$312,"$389,900", 2, 2, 2,2120-N-Point-St-2-Chicago-IL-60647,https://www.zillow.com/homedetails/2120-N-Point-St-2-Chicago-IL-60647/80844260_zpid/,,,,,,
677,Condo,1957,Gas,Wall,1 space,$437/month,$239,"$135,000", 0, 1, 1,850-N-Dewitt-Pl-APT-12C-Chicago-IL-60611,https://www.zillow.com/homedetails/850-N-Dewitt-Pl-APT-12C-Chicago-IL-60611/3852387_zpid/,,,,,,
678,Condo,2001,Forced air,Central,1 space,$427/month,$397,"$295,000", 1, 1, 1,111-S-Morgan-St-APT-522-Chicago-IL-60607,https://www.zillow.com/homedetails/111-S-Morgan-St-APT-522-Chicago-IL-60607/65434083_zpid/,,,,,,
679,Condo,2005,Forced air,Central,1 space,$250/month,$312,"$625,000", 3, 3, 2,1742-W-Beach-Ave-1-Chicago-IL-60622,https://www.zillow.com/homedetails/1742-W-Beach-Ave-1-Chicago-IL-60622/80836362_zpid/,, 1,,,,
680,Condo,2018,Forced air,Central,1 space,$170/month,$561,"$785,000", 2, 2, 2,1926-N-Cleveland-Ave-2-Chicago-IL-60614,https://www.zillow.com/homedetails/1926-N-Cleveland-Ave-2-Chicago-IL-60614/2101989557_zpid/,,,,,,
681,Condo,1970,Gas,Other,1 space,$284/month,$184,"$175,000", 2, 2, 1,6490-N-Northwest-Hwy-APT-2C-Chicago-IL-60631,https://www.zillow.com/homedetails/6490-N-Northwest-Hwy-APT-2C-Chicago-IL-60631/3513016_zpid/,, 1,,,,
682,Condo,2018,Radiant,Wall,No Data,$284/mo,$233,"$209,900", 2, 1, 1,1243-W-Ardmore-Ave-2-Chicago-IL-60660,https://www.zillow.com/homedetails/1243-W-Ardmore-Ave-2-Chicago-IL-60660/54533178_zpid/,,,,,,
683,Single Family,1900,"Forced air, Gas",Central,1 space,,,"$899,900", 3, 4, 3,2710-N-Dayton-St-Chicago-IL-60614,https://www.zillow.com/homedetails/2710-N-Dayton-St-Chicago-IL-60614/2077698597_zpid/,No Data, 1,,,,
684,Condo,1969,Forced air,Central,1 space,$498/month,$250,"$230,000", 1, 1, 1,2800-N-Lake-Shore-Dr-APT-615-Chicago-IL-60657,https://www.zillow.com/homedetails/2800-N-Lake-Shore-Dr-APT-615-Chicago-IL-60657/3723349_zpid/,,,,,,
685,Condo,1925,Gas,Central,None,$169/month,$125,"$149,000", 2, 1, 1,4509-N-Albany-Ave-B-Chicago-IL-60625,https://www.zillow.com/homedetails/4509-N-Albany-Ave-B-Chicago-IL-60625/2077698670_zpid/,,,,,,
686,Condo,1923,"Forced air, Gas",Central,1 space,$265/mo,$195,"$215,000", 2, 1, 1,4901-N-Avers-Ave-APT-3-Chicago-IL-60625,https://www.zillow.com/homedetails/4901-N-Avers-Ave-APT-3-Chicago-IL-60625/60261429_zpid/,,,,,,
687,Condo,2002,"Forced air, Gas",Central,1 space,$882/mo,$333,"$400,000", 2, 2, 2,645-N-Kingsbury-St-APT-1308-Chicago-IL-60654,https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-1308-Chicago-IL-60654/63699903_zpid/,,,,,,
688,Condo,1974,"Forced air, Electric",Other,1 space,$610/mo,$280,"$279,900", 2, 1, 1,1339-N-Dearborn-St-APT-3H-Chicago-IL-60610,https://www.zillow.com/homedetails/1339-N-Dearborn-St-APT-3H-Chicago-IL-60610/3856659_zpid/,,,,,,
689,Condo,2016,Gas,Central,No Data,$262/mo,$242,"$241,700", 2, 1, 1,2723-W-Wellington-Ave-3-Chicago-IL-60618,https://www.zillow.com/homedetails/2723-W-Wellington-Ave-3-Chicago-IL-60618/80854786_zpid/,,,,,,
690,Condo,2009,Gas,Central,1 space,$552/month,$380,"$379,900", 1, 1, 1,860-W-Blackhawk-St-UNIT-2504-Chicago-IL-60642,https://www.zillow.com/homedetails/860-W-Blackhawk-St-UNIT-2504-Chicago-IL-60642/119093145_zpid/,,,,,,
691,Condo,1979,Electric,No Data,1 space,$524/mo,$229,"$275,000", 2, 2, 1,901-S-Plymouth-Ct-APT-304-Chicago-IL-60605,https://www.zillow.com/homedetails/901-S-Plymouth-Ct-APT-304-Chicago-IL-60605/3873102_zpid/,, 1,,,,
692,Condo,No Data,Gas,Central,1 space,$500/month,$295,"$339,000", 2, 2, 2,1525-S-Sangamon-St-UNIT-417-P-Chicago-IL-60608,https://www.zillow.com/homedetails/1525-S-Sangamon-St-UNIT-417-P-Chicago-IL-60608/2077698932_zpid/,,,,,,
693,Condo,1913,Forced air,Central,1 space,$438/month,$259,"$389,000", 2, 2, 2,4655-N-Winchester-Ave-2N-Chicago-IL-60640,https://www.zillow.com/homedetails/4655-N-Winchester-Ave-2N-Chicago-IL-60640/3707680_zpid/,,,,,,
694,Condo,1920,Forced air,Central,None,$200/month,$170,"$170,000", 2, 1, 1,4403-N-Sacramento-Ave-APT-1-Chicago-IL-60625,https://www.zillow.com/homedetails/4403-N-Sacramento-Ave-APT-1-Chicago-IL-60625/54532519_zpid/,,,,,,
695,Condo,No Data,No Data,No Data,None,$362/month,$146,"$146,000", 1, 1, 1,1435-W-Greenleaf-Ave-APT-2S-Chicago-IL-60626,https://www.zillow.com/homedetails/1435-W-Greenleaf-Ave-APT-2S-Chicago-IL-60626/2100610492_zpid/,,,,,,
696,Condo,2004,"Forced air, Gas",Central,2 spaces,$150/mo,$305,"$549,000", 2, 3, 2,2614-N-Wilton-Ave-UNIT-2-Chicago-IL-60614,https://www.zillow.com/homedetails/2614-N-Wilton-Ave-UNIT-2-Chicago-IL-60614/70461605_zpid/,, 1,,,,
697,Single Family,1884,"Forced air, Gas",Central,1 space,,$368,"$950,000", 3, 3, 3,109-W-Elm-St-Chicago-IL-60610,https://www.zillow.com/homedetails/109-W-Elm-St-Chicago-IL-60610/158764828_zpid/,"1,350 sqft",,,,,
698,Condo,2004,Forced air,Central,1 space,$485/month,$388,"$349,000", 1, 1, 1,744-N-Clark-St-APT-1003-Chicago-IL-60654,https://www.zillow.com/homedetails/744-N-Clark-St-APT-1003-Chicago-IL-60654/65566297_zpid/,,,,,,
699,Multi Family,1880,Forced air,No Data,1 space,,No Data,"$89,900", 5, 3, 3,9127-S-Baltimore-Ave-Chicago-IL-60617,https://www.zillow.com/homedetails/9127-S-Baltimore-Ave-Chicago-IL-60617/2098076213_zpid/,,,,,,
700,Single Family,1943,Electric,No Data,2 spaces,,$115,"$135,000", 3, 2, 1,12145-S-Perry-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/12145-S-Perry-Ave-Chicago-IL-60628/4157328_zpid/,"4,356 sqft", 1,,,,
701,Condo,1927,Forced air,Central,None,$289/month,$183,"$165,000", 2, 1, 1,4855-N-Avers-Ave-APT-3-Chicago-IL-60625,https://www.zillow.com/homedetails/4855-N-Avers-Ave-APT-3-Chicago-IL-60625/55794831_zpid/,,,,,,
702,Single Family,1913,Gas,Central,1 space,,$15,"$30,000", 5, 2, 2,10721-S-Lafayette-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/10721-S-Lafayette-Ave-Chicago-IL-60628/4143036_zpid/,"4,573 sqft",,,,,
703,Single Family,1941,Forced air,Central,2 spaces,None,$135,"$155,000", 3, 2, 1,2126-W-75th-Place-Chicago-IL-60620,https://www.zillow.com/homedetails/2126-W-75th-Place-Chicago-IL-60620/2102866201_zpid/,"4,234 sqft", 1,,,,
704,Condo,1967,"Baseboard, Gas",No Data,1 space,$255/mo,$126,"$119,900", 2, 1, 1,5830-W-Lawrence-Ave-APT-3N-Chicago-IL-60630,https://www.zillow.com/homedetails/5830-W-Lawrence-Ave-APT-3N-Chicago-IL-60630/62007847_zpid/,,,,,,
705,Condo,2005,"Forced air, Gas",Central,1 space,$432/mo,$305,"$247,900", 1, 1, 1,1111-S-Wabash-Ave-APT-1107-Chicago-IL-60605,https://www.zillow.com/homedetails/1111-S-Wabash-Ave-APT-1107-Chicago-IL-60605/70472271_zpid/,,,,,,
706,Condo,2008,Forced air,Central,1 space,$587/month,$380,"$315,000", 1, 1, 1,659-W-Randolph-St-1707-Chicago-IL-60661,https://www.zillow.com/homedetails/659-W-Randolph-St-1707-Chicago-IL-60661/2137487327_zpid/,,,,,,
707,Single Family,1928,No Data,Central,3 spaces,,$203,"$799,000", 4, 5, 3,10711-S-Hoyne-Ave-Chicago-IL-60643,https://www.zillow.com/homedetails/10711-S-Hoyne-Ave-Chicago-IL-60643/4146996_zpid/,"10,049 sqft", 2,,,,
708,Single Family,1948,"Forced air, Other, Gas","Refrigerator, Central",4 spaces,,$205,"$1,085,000", 4, 5, 4,9401-S-Hoyne-Ave-Chicago-IL-60643,https://www.zillow.com/homedetails/9401-S-Hoyne-Ave-Chicago-IL-60643/4124344_zpid/,"9,147 sqft", 1,,,,
709,Single Family,1921,"Forced air, Gas",Central,2 spaces,,$77,"$194,900", 4, 2, 2,8719-S-Laflin-St-Chicago-IL-60620,https://www.zillow.com/homedetails/8719-S-Laflin-St-Chicago-IL-60620/4120247_zpid/,"4,656 sqft",,,,,
