,Type,Year built,Heating,Cooling,Parking,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,HOA,Lot,Price/sqft,Half bathrooms,Date available,Pets,Laundry,Deposit & fees
700,Condo,1903,Gas,Central,1 space,"$234,900", 3, 3, 2,5244-S-King-Dr-APT-2S-Chicago-IL-60615,https://www.zillow.com/homedetails/5244-S-King-Dr-APT-2S-Chicago-IL-60615/2077701051_zpid/,$249/month,,$130, 1,,,,
701,Single Family,1951,Gas,Central,1 space,"$249,000", 2, 1, 1,3248-N-Oleander-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3248-N-Oleander-Ave-Chicago-IL-60634/3600053_zpid/,,"4,007 sqft",$254,,,,,
702,Condo,2004,Forced air,Central,1 space,"$476,900", 2, 2, 2,4213-N-Ashland-Ave-UNIT-3-Chicago-IL-60613,https://www.zillow.com/homedetails/4213-N-Ashland-Ave-UNIT-3-Chicago-IL-60613/70460578_zpid/,$181/month,,$298,,,,,
703,Condo,No Data,"Forced air, Gas",Central,1 space,"$825,900", 3, 3, 3,https:,https://www.zillow.com/community/ca6-condos/2079055029_zpid/,,,$382,,,,,
704,Condo,2004,"Forced air, Gas",Central,1 space,"$450,000", 2, 3, 2,2509-N-Milwaukee-Ave-1S-Chicago-IL-60647,https://www.zillow.com/homedetails/2509-N-Milwaukee-Ave-1S-Chicago-IL-60647/87705433_zpid/,$321/mo,,$281, 1,,,,
705,Condo,1974,Baseboard,Wall,No Data,"$22,500", 0, 1, 1,7854-S-South-Shore-Dr-APT-306-Chicago-IL-60649,https://www.zillow.com/homedetails/7854-S-South-Shore-Dr-APT-306-Chicago-IL-60649/4026360_zpid/,$150/month,,$44,,,,,
706,Single Family,1919,"Forced air, Gas",Central,2 spaces,"$339,000", 5, 2, 2,1336-N-Monitor-Ave-Chicago-IL-60651,https://www.zillow.com/homedetails/1336-N-Monitor-Ave-Chicago-IL-60651/3798999_zpid/,,"3,968 sqft",$261,,,,,
707,Multi Family,1918,Gas,No Data,2 spaces,"$205,000", 6, 2, 2,5740-W-64th-Pl-Chicago-IL-60638,https://www.zillow.com/homedetails/5740-W-64th-Pl-Chicago-IL-60638/2087212992_zpid/,,,No Data,,,,,
708,Single Family,1949,"Forced air, Gas",Central,2 spaces,"$349,000", 4, 2, 2,5920-W-Henderson-St-Chicago-IL-60634,https://www.zillow.com/homedetails/5920-W-Henderson-St-Chicago-IL-60634/3661858_zpid/,,"3,868 sqft",$198,,,,,
709,Condo,1919,Forced air,Central,1 space,"$375,000", 2, 2, 2,1033-W-14th-Pl-UNIT-322-Chicago-IL-60608,https://www.zillow.com/homedetails/1033-W-14th-Pl-UNIT-322-Chicago-IL-60608/2077701863_zpid/,$597/month,,$308,,,,,
710,Condo,2007,Gas,Central,1 space,"$299,000", 1, 1, 1,2811-N-Bell-Ave-UNIT-402-Chicago-IL-60618,https://www.zillow.com/homedetails/2811-N-Bell-Ave-UNIT-402-Chicago-IL-60618/89883849_zpid/,$295/mo,,,,,,,
711,Condo,1991,Forced air,Central,1 space,"$268,500", 1, 1, 1,474-N-Lake-Shore-Dr-APT-2103-Chicago-IL-60611,https://www.zillow.com/homedetails/474-N-Lake-Shore-Dr-APT-2103-Chicago-IL-60611/80829870_zpid/,$559/month,,$362,,,,,
712,Single Family,1952,Forced air,Central,2 spaces,"$370,000", 3, 2, 2,7004-W-Roscoe-St-Chicago-IL-60634,https://www.zillow.com/homedetails/7004-W-Roscoe-St-Chicago-IL-60634/3656897_zpid/,None,"3,746 sqft",$408,,,,,
713,Condo,1970,Forced air,Central,1 space,"$234,900", 1, 1, 1,3930-N-Pine-Grove-Ave-APT-509-Chicago-IL-60613,https://www.zillow.com/homedetails/3930-N-Pine-Grove-Ave-APT-509-Chicago-IL-60613/3712868_zpid/,$583/month,,$313,,,,,
714,Townhouse,1994,Gas,Central,1 space,"$319,000", 3, 2, 1,2604-S-Emerald-Ave-B-Chicago-IL-60616,https://www.zillow.com/homedetails/2604-S-Emerald-Ave-B-Chicago-IL-60616/3877485_zpid/,,793 sqft,$287, 1,,,,
715,Single Family,1900,No Data,No Data,4 spaces,"$230,000", 4, 2, 1,5731-W-Huron-St-Chicago-IL-60644,https://www.zillow.com/homedetails/5731-W-Huron-St-Chicago-IL-60644/3807213_zpid/,,"5,183 sqft",$127, 1,,,,
716,Condo,1966,No Data,No Data,No Data,"$136,000", 0, 1, 1,5701-N-Sheridan-Rd-APT-15C-Chicago-IL-60660,https://www.zillow.com/homedetails/5701-N-Sheridan-Rd-APT-15C-Chicago-IL-60660/3694817_zpid/,$620/mo,,$209,,,,,
717,Single Family,1973,Forced air,Central,2 spaces,"$254,900", 5, 2, 2,6335-S-Kenneth-Ave-Chicago-IL-60629,https://www.zillow.com/homedetails/6335-S-Kenneth-Ave-Chicago-IL-60629/2077702669_zpid/,None,"3,750 sqft",$212,,,,,
718,Condo,1962,Baseboard,No Data,2 spaces,"$549,000", 2, 2, 2,300-N-State-St-APT-5321-Chicago-IL-60654,https://www.zillow.com/homedetails/300-N-State-St-APT-5321-Chicago-IL-60654/3864102_zpid/,$872/month,,$448,,,,,
719,Condo,1989,Other,Central,1 space,"$254,900", 1, 1, 1,1122-N-Clark-St-APT-2705-Chicago-IL-60610,https://www.zillow.com/homedetails/1122-N-Clark-St-APT-2705-Chicago-IL-60610/58364542_zpid/,$548/mo,,$340,,,,,
720,Condo,1965,Forced air,Central,1 space,"$190,000", 1, 1, 1,5901-N-Sheridan-Rd-APT-8F-Chicago-IL-60660,https://www.zillow.com/homedetails/5901-N-Sheridan-Rd-APT-8F-Chicago-IL-60660/3693731_zpid/,$550/month,,$181,,,,,
721,Condo,1906,Gas,Central,1 space,"$299,000", 5, 4, 3,5356-S-Michigan-Ave-APT-3S-Chicago-IL-60615,https://www.zillow.com/homedetails/5356-S-Michigan-Ave-APT-3S-Chicago-IL-60615/80829832_zpid/,$452/month,,$117, 1,,,,
722,Townhouse,1988,Forced air,Central,1 space,"$649,500", 2, 3, 2,150-W-Eugenie-St-9-Chicago-IL-60614,https://www.zillow.com/homedetails/150-W-Eugenie-St-9-Chicago-IL-60614/3742566_zpid/,$803/month,2.23 acres,No Data, 1,,,,
723,Multi Family,1919,Forced air,No Data,2 spaces,"$320,000", 6, 6, 3,8005-S-Maryland-Ave-Chicago-IL-60619,https://www.zillow.com/homedetails/8005-S-Maryland-Ave-Chicago-IL-60619/2089530397_zpid/,,,$141, 3,,,,
724,Single Family,1903,Forced air,Central,2 spaces,"$165,000", 3, 3, 2,6953-S-Prairie-Ave-Chicago-IL-60637,https://www.zillow.com/homedetails/6953-S-Prairie-Ave-Chicago-IL-60637/3999632_zpid/,None,"3,123 sqft",$110, 1,,,,
725,Condo,1923,"Forced air, Gas",Central,No Data,"$255,000", 2, 1, 1,2034-N-Humboldt-Blvd-G-Chicago-IL-60647,https://www.zillow.com/homedetails/2034-N-Humboldt-Blvd-G-Chicago-IL-60647/2077703167_zpid/,$287/mo,,$255,,,,,
726,Condo,1955,"Forced air, Gas",Other,2 spaces,"$157,000", 3, 1, 1,6621-N-Seeley-Ave-1S-Chicago-IL-60645,https://www.zillow.com/homedetails/6621-N-Seeley-Ave-1S-Chicago-IL-60645/2081375902_zpid/,$50/mo,,$131,,,,,
727,Multi Family,1955,Forced air,Central,2 spaces,"$449,900", 4, 4, 2,7545-N-Claremont-Ave-Chicago-IL-60645,https://www.zillow.com/homedetails/7545-N-Claremont-Ave-Chicago-IL-60645/2077703248_zpid/,,,No Data, 2,,,,
728,Condo,1964,"Forced air, Gas",Other,1 space,"$167,000", 1, 1, 1,4637-N-Hermitage-Ave-APT-1B-Chicago-IL-60640,https://www.zillow.com/homedetails/4637-N-Hermitage-Ave-APT-1B-Chicago-IL-60640/58360593_zpid/,$144/mo,,$196,,,,,
729,Apartment,,Forced air,Other,None,"$1,900", 3, 2,,1451-E-55th-St-APT-1030N-Chicago-IL-60615,https://www.zillow.com/homedetails/1451-E-55th-St-APT-1030N-Chicago-IL-60615/3989808_zpid/,,,$2,,Contact manager,No,In Unit,Contact manager
730,Single Family,1915,Forced air,Central,3 spaces,"$1,200,000", 5, 4, 3,3816-N-Greenview-Ave-Chicago-IL-60613,https://www.zillow.com/homedetails/3816-N-Greenview-Ave-Chicago-IL-60613/3710902_zpid/,,"5,096 sqft",$497, 1,,,,
731,Single Family,1885,Forced air,Central,2 spaces,"$325,000", 2, 1, 1,2737-S-Hillock-Ave-Chicago-IL-60608,https://www.zillow.com/homedetails/2737-S-Hillock-Ave-Chicago-IL-60608/3878189_zpid/,None,"2,500 sqft",$325,,,,,
732,Condo,No Data,"Forced air, Gas",Central,1 space,"$1,154,900", 3, 3, 2,https:,https://www.zillow.com/community/three-sixty-west/2084277086_zpid/,,,$666, 1,,,,
733,Multiple Occupancy,No Data,"Forced air, Gas",No Data,4 spaces,"$339,900", 6, 2, 2,526-N-Lockwood-Ave-Chicago-IL-60644,https://www.zillow.com/homedetails/526-N-Lockwood-Ave-Chicago-IL-60644/2127285235_zpid/,,,,,,,,
734,Single Family,1927,Forced air,Central,2 spaces,"$319,900", 4, 3, 3,5546-W-Henderson-St-Chicago-IL-60641,https://www.zillow.com/homedetails/5546-W-Henderson-St-Chicago-IL-60641/3664038_zpid/,,"3,750 sqft",$246,,,,,
735,Condo,2020,Radiant,Central,1 space,"$2,395,000", 4, 5, 4,https:,https://www.zillow.com/community/900-west/2083119875_zpid/,No Data,,$734, 1,,,,
736,Single Family,1887,Gas,No Data,6 spaces,"$1,515,000", 5, 4, 3,4729-S-Woodlawn-Ave-Chicago-IL-60615,https://www.zillow.com/homedetails/4729-S-Woodlawn-Ave-Chicago-IL-60615/3985016_zpid/,None,0.32 acres,$391, 1,,,,
737,Condo,1965,Gas,No Data,No Data,"$400,000", 3, 3, 3,1360-N-Sandburg-Ter-2609-Chicago-IL-60610,https://www.zillow.com/homedetails/1360-N-Sandburg-Ter-2609-Chicago-IL-60610/2077704272_zpid/,"$1,608/mo",,$222,,,,,
738,Single Family,1959,"Forced air, Gas",Central,2 spaces,"$239,900", 4, 3, 2,9402-S-Normal-Ave-Chicago-IL-60620,https://www.zillow.com/homedetails/9402-S-Normal-Ave-Chicago-IL-60620/4119855_zpid/,,"3,123 sqft",$167, 1,,,,
739,Condo,1908,No Data,No Data,None,"$645,000", 4, 3, 3,5048-S-Woodlawn-Ave-1A-Chicago-IL-60615,https://www.zillow.com/homedetails/5048-S-Woodlawn-Ave-1A-Chicago-IL-60615/3984962_zpid/,$872/month,,$179,,,,,
740,Townhouse,1970,"Forced air, Gas",Central,1 space,"$353,000", 4, 3, 2,2709-S-Michigan-Ave-Chicago-IL-60616,https://www.zillow.com/homedetails/2709-S-Michigan-Ave-Chicago-IL-60616/3876912_zpid/,,"1,633 sqft",$207, 1,,,,
741,Multiple Occupancy,1986,"Forced air, Gas",No Data,2 spaces,"$610,000", 8, 6, 6,7946-W-Addison-St-Chicago-IL-60634,https://www.zillow.com/homedetails/7946-W-Addison-St-Chicago-IL-60634/2077704485_zpid/,,,,,,,,
742,Condo,2006,Gas,Central,1 space,"$430,000", 4, 4, 3,4401-S-Lake-Park-Ave-UNIT-1-Chicago-IL-60653,https://www.zillow.com/homedetails/4401-S-Lake-Park-Ave-UNIT-1-Chicago-IL-60653/99347538_zpid/,$411/month,,$159, 1,,,,
743,Condo,1910,Electric,Central,None,"$139,999", 1, 1, 1,740-S-Federal-St-APT-305-Chicago-IL-60605,https://www.zillow.com/homedetails/740-S-Federal-St-APT-305-Chicago-IL-60605/87709917_zpid/,$400/month,,$200,,,,,
744,Condo,1902,Gas,Central,1 space,"$429,900", 2, 2, 2,3432-W-Belden-Ave-2-Chicago-IL-60647,https://www.zillow.com/homedetails/3432-W-Belden-Ave-2-Chicago-IL-60647/2077631892_zpid/,$220/month,,$358,,,,,
745,Single Family,1986,Forced air,Central,4 spaces,"$839,900", 5, 4, 3,2958-W-Catalpa-Ave-Chicago-IL-60625,https://www.zillow.com/homedetails/2958-W-Catalpa-Ave-Chicago-IL-60625/3641085_zpid/,,"5,357 sqft",$191, 1,,,,
746,Condo,1891,"Forced air, Gas",Central,1 space,"$325,000", 2, 2, 2,524-N-Armour-St-CH1-Chicago-IL-60642,https://www.zillow.com/homedetails/524-N-Armour-St-CH1-Chicago-IL-60642/2077632013_zpid/,$202/mo,,,,,,,
747,Condo,1891,Forced air,Central,1 space,"$399,700", 2, 2, 2,2511-W-Moffat-St-APT-110-Chicago-IL-60647,https://www.zillow.com/homedetails/2511-W-Moffat-St-APT-110-Chicago-IL-60647/49917250_zpid/,$386/month,,$282,,,,,
748,Condo,1915,Forced air,Central,1 space,"$319,900", 2, 2, 2,1116-W-Pratt-Blvd-APT-3-Chicago-IL-60626,https://www.zillow.com/homedetails/1116-W-Pratt-Blvd-APT-3-Chicago-IL-60626/87715800_zpid/,$362/month,,$213,,,,,
749,Condo,1991,Forced air,Central,1 space,"$300,000", 1, 1, 1,440-N-Mcclurg-Ct-APT-1015-Chicago-IL-60611,https://www.zillow.com/homedetails/440-N-Mcclurg-Ct-APT-1015-Chicago-IL-60611/121072434_zpid/,$609/month,,$387,,,,,
750,Single Family,1944,Gas,No Data,3 spaces,"$160,000", 2, 1, 1,11035-S-Pulaski-Rd-Chicago-IL-60655,https://www.zillow.com/homedetails/11035-S-Pulaski-Rd-Chicago-IL-60655/4082887_zpid/,,"4,960 sqft",$123,,,,,
751,Condo,1964,Forced air,Central,1 space,"$429,900", 2, 2, 2,222-E-Pearson-St-APT-1701-Chicago-IL-60611,https://www.zillow.com/homedetails/222-E-Pearson-St-APT-1701-Chicago-IL-60611/80853694_zpid/,"$1,032/month",,$331,,,,,
752,Condo,1921,Other,Refrigeration,1 space,"$272,000", 1, 1, 1,60-E-Scott-St-APT-403-Chicago-IL-60610,https://www.zillow.com/homedetails/60-E-Scott-St-APT-403-Chicago-IL-60610/3845032_zpid/,$459/month,,No Data,,,,,
753,Condo,2007,Forced air,Central,1 space,"$579,000", 2, 2, 2,2741-N-Bosworth-Ave-3-Chicago-IL-60614,https://www.zillow.com/homedetails/2741-N-Bosworth-Ave-3-Chicago-IL-60614/89915423_zpid/,$218/month,,$482,,,,,
754,Single Family,1916,Forced air,Central,2 spaces,"$500,000", 5, 3, 3,5240-W-Cuyler-Ave-Chicago-IL-60641,https://www.zillow.com/homedetails/5240-W-Cuyler-Ave-Chicago-IL-60641/3649669_zpid/,None,"3,750 sqft",$278,,,,,
755,Condo,1948,Baseboard,No Data,No Data,"$220,000", 1, 1, 1,1750-N-Wells-St-APT-202-Chicago-IL-60614,https://www.zillow.com/homedetails/1750-N-Wells-St-APT-202-Chicago-IL-60614/113958969_zpid/,$310/mo,,$314,,,,,
756,Single Family,1962,"Forced air, Gas",Central,2 spaces,"$240,000", 3, 1, 1,3433-W-54th-St-Chicago-IL-60632,https://www.zillow.com/homedetails/3433-W-54th-St-Chicago-IL-60632/3929086_zpid/,,"3,136 sqft",$231,,,,,
757,Condo,2020,"Forced air, Gas",Central,1 space,"$649,000", 3, 2, 2,2116-N-California-Ave-6-Chicago-IL-60647,https://www.zillow.com/homedetails/2116-N-California-Ave-6-Chicago-IL-60647/2077632946_zpid/,$194/mo,,$309,,,,,
758,Condo,2020,"Forced air, Gas",Central,1 space,"$645,000", 3, 2, 2,2116-N-California-Ave-5-Chicago-IL-60647,https://www.zillow.com/homedetails/2116-N-California-Ave-5-Chicago-IL-60647/2077632945_zpid/,$174/mo,,$349,,,,,
759,Condo,2003,"Forced air, Gas",Central,1 space,"$415,000", 2, 2, 2,1637-W-Le-Moyne-St-APT-2-Chicago-IL-60622,https://www.zillow.com/homedetails/1637-W-Le-Moyne-St-APT-2-Chicago-IL-60622/70449034_zpid/,$175/mo,,,,,,,
760,Single Family,1927,Forced air,Central,2 spaces,"$399,000", 4, 2, 1,7232-W-Ibsen-St-Chicago-IL-60631,https://www.zillow.com/homedetails/7232-W-Ibsen-St-Chicago-IL-60631/3511314_zpid/,,"4,721 sqft",$229, 1,,,,
761,Single Family,1949,"Forced air, Gas",Central,2 spaces,"$429,900", 3, 2, 2,10957-S-Campbell-Ave-Chicago-IL-60655,https://www.zillow.com/homedetails/10957-S-Campbell-Ave-Chicago-IL-60655/4080466_zpid/,,"7,405 sqft",$216,,,,,
762,Townhouse,2020,Gas,Central,2 spaces,"$569,000", 4, 4, 3,239-E-33rd-Blvd-Chicago-IL-60616,https://www.zillow.com/homedetails/239-E-33rd-Blvd-Chicago-IL-60616/2077633370_zpid/,,No Data,$219, 1,,,,
763,Single Family,2020,"Forced air, Gas",Central,2 spaces,"$609,000", 4, 4, 3,4334-S-Vernon-Ave-Chicago-IL-60653,https://www.zillow.com/homedetails/4334-S-Vernon-Ave-Chicago-IL-60653/2077633373_zpid/,,"3,733 sqft",, 1,,,,
764,Condo,2009,Forced air,Central,2 spaces,"$1,075,000", 3, 2, 2,1201-S-Prairie-Ave-APT-3903-Chicago-IL-60605,https://www.zillow.com/homedetails/1201-S-Prairie-Ave-APT-3903-Chicago-IL-60605/113958053_zpid/,"$1,196/month",,$614,,,,,
765,Condo,2005,Forced air,No Data,1 space,"$319,500", 1, 1, 1,123-S-Green-St-APT-209B-Chicago-IL-60607,https://www.zillow.com/homedetails/123-S-Green-St-APT-209B-Chicago-IL-60607/2077633611_zpid/,$235/mo,,$402,,,,,
766,Condo,1964,"Forced air, Electric",Central,1 space,"$375,000", 2, 2, 2,1-E-Schiller-St-APT-4B-Chicago-IL-60610,https://www.zillow.com/homedetails/1-E-Schiller-St-APT-4B-Chicago-IL-60610/3844052_zpid/,"$1,052/mo",,$288,,,,,
767,Single Family,1900,"Forced air, Gas",Central,2 spaces,"$325,000", 5, 2, 2,3439-W-Hirsch-St-Chicago-IL-60651,https://www.zillow.com/homedetails/3439-W-Hirsch-St-Chicago-IL-60651/3793969_zpid/,,"3,092 sqft",$187,,,,,
768,Multi Family,1903,Gas,No Data,None,"$239,900", 7, 3, 3,6431-S-Saint-Lawrence-Ave-Chicago-IL-60637,https://www.zillow.com/homedetails/6431-S-Saint-Lawrence-Ave-Chicago-IL-60637/2088033081_zpid/,,,No Data,,,,,
769,Condo,1996,Gas,Central,1 space,"$215,000", 2, 2, 2,6400-W-Berteau-Ave-APT-403-Chicago-IL-60634,https://www.zillow.com/homedetails/6400-W-Berteau-Ave-APT-403-Chicago-IL-60634/54532673_zpid/,$376/month,,$138,,,,,
770,Single Family,1949,Forced air,Central,No Data,"$105,000", 2, 1, 1,7310-S-Talman-Ave-Chicago-IL-60629,https://www.zillow.com/homedetails/7310-S-Talman-Ave-Chicago-IL-60629/3957674_zpid/,,"3,781 sqft",$88,,,,,
771,Condo,1930,No Data,Central,None,"$230,000", 2, 1, 1,2632-W-Francis-Pl-2-Chicago-IL-60647,https://www.zillow.com/homedetails/2632-W-Francis-Pl-2-Chicago-IL-60647/80815294_zpid/,$277/month,,$288,,,,,
772,Condo,2001,"Baseboard, Electric",Central,1 space,"$1,195,000", 2, 2, 2,445-E-North-Water-St-APT-1401-Chicago-IL-60611,https://www.zillow.com/homedetails/445-E-North-Water-St-APT-1401-Chicago-IL-60611/2077635241_zpid/,$920/mo,,$566,,,,,
773,Condo,2002,Forced air,Central,2 spaces,"$590,000", 2, 2, 2,512-N-Mcclurg-Ct-APT-4210-Chicago-IL-60611,https://www.zillow.com/homedetails/512-N-Mcclurg-Ct-APT-4210-Chicago-IL-60611/63702094_zpid/,,,$408,,,,,
774,Condo,1973,"Forced air, Gas",Central,5 spaces,"$194,000", 1, 1, 1,655-W-Irving-Park-Rd-APT-1912-Chicago-IL-60613,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-1912-Chicago-IL-60613/62010584_zpid/,$554/mo,,$231,,,,,
775,Single Family,1946,Forced air,Central,2 spaces,"$289,900", 3, 2, 2,6053-W-Henderson-St-Chicago-IL-60634,https://www.zillow.com/homedetails/6053-W-Henderson-St-Chicago-IL-60634/3661142_zpid/,None,"4,190 sqft",$167,,,,,
776,Single Family,1895,"Forced air, Gas",Central,1 space,"$199,000", 4, 3, 2,10918-S-Edbrooke-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/10918-S-Edbrooke-Ave-Chicago-IL-60628/4140236_zpid/,,"3,049 sqft",$81, 1,,,,
777,Single Family,1913,Other,None,2 spaces,"$97,000", 4, 2, 2,61-E-101st-St-Chicago-IL-60628,https://www.zillow.com/homedetails/61-E-101st-St-Chicago-IL-60628/4133935_zpid/,,"3,746 sqft",$122,,,,,
778,Multi Family,1902,Gas,No Data,2 spaces,"$195,000", 4, 2, 2,2243-S-Avers-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/2243-S-Avers-Ave-Chicago-IL-60623/2077637104_zpid/,,,No Data,,,,,
779,Multi Family,2008,Forced air,Central,6 spaces,"$400,000", 9, 6, 5,7654-S-Colfax-Ave-Chicago-IL-60649,https://www.zillow.com/homedetails/7654-S-Colfax-Ave-Chicago-IL-60649/2094524032_zpid/,,,$381, 1,,,,
780,Single Family,1958,Forced air,Central,2 spaces,"$316,000", 4, 2, 2,5061-N-Kimberly-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/5061-N-Kimberly-Ave-Chicago-IL-60630/3638840_zpid/,,"3,423 sqft",$416,,,,,
781,Townhouse,1985,"Forced air, Gas",Central,1 space,"$625,000", 2, 3, 2,801-S-Plymouth-Ct-UNIT-G-Chicago-IL-60605,https://www.zillow.com/homedetails/801-S-Plymouth-Ct-UNIT-G-Chicago-IL-60605/3872928_zpid/,,0.40 Acres,$370, 1,,,,
